molecule_chembl_id,molecule_pref_name,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,sd_pchembl,n_measurements,assay_chembl_id,assay_description,assay_type,document_chembl_id,document_journal,document_year,target_chembl_id,target_pref_name,inchi_key
CHEMBL3752674,,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@H](Br)C[C@@H]12,IC50,=,4102.04,nM,5.39,0.0000,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,GSOJBPSBUAABDR-NBBHSKLNSA-N
CHEMBL3754485,,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@@H](Br)C[C@@H]12,IC50,=,5902.01,nM,5.23,0.0000,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,GSOJBPSBUAABDR-HKQXQEGQSA-N
CHEMBL3753398,,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43C(F)F)[C@@H]1CCC2=O,IC50,=,1199.5,nM,5.92,0.0000,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,KMFWEHJTLFYKGK-UNTXSKPGSA-N
CHEMBL5288513,,C#CC(O)[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,61944.11,nM,4.21,0.0000,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,PNYTVFWLOYBJNO-BYRZEANZSA-N
CHEMBL5271982,,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2O,IC50,=,2301.44,nM,5.64,0.0000,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,WEXKAORQQXRDCM-WTXRSMSQSA-N
CHEMBL5278365,,CC(=O)OC[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(O)CC[C@@H]12,IC50,=,43954.16,nM,4.36,0.0000,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,WYLVHBJTPIXZSO-QSPSTWPYSA-N
CHEMBL5288111,,CC(=O)OC1CC[C@H]2[C@@H]3CCC4=CCCC[C@]4(CO)[C@H]3CC[C@]12C,IC50,=,100000.0,nM,4.00,0.0000,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,SHRUZOYPFWLBFR-QSPSTWPYSA-N
CHEMBL5268507,,CC(=O)OC[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(OC(C)=O)CC[C@@H]12,IC50,=,38018.94,nM,4.42,0.0000,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,MEHJFIPYSWVCTE-BCKSAFLJSA-N
CHEMBL5280521,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C=O)[C@@H]1CCC2=O,IC50,=,1199.5,nM,5.92,0.0000,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,XRCFMDPVHKVRDJ-BGJMDTOESA-N
CHEMBL1908014,,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@H](O)C[C@@H]12,IC50,=,199986.19,nM,,,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,SSBCZTXGVMMZOT-NBBHSKLNSA-N
CHEMBL5283592,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CO)[C@@H]1C[C@@H](O)C2=O,IC50,=,799834.26,nM,,,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,AWFCHTZPCGZPQD-ROSLGNJOSA-N
CHEMBL411316,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C[C@@H](O)[C@@H]2O,IC50,=,899497.58,nM,,,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,YMCWOAZGWMZGQT-FPNLOETNSA-N
CHEMBL5274867,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CO)[C@@H]1C[C@@H](O)[C@@H]2O,IC50,=,2398832.92,nM,,,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,ZOZSWYOZKQMJNX-GJWDPZFISA-N
CHEMBL5281733,,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@H](O)C[C@@H]12,IC50,=,3999.45,nM,5.40,0.0000,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,JAYZWWAPNVDMQK-NBBHSKLNSA-N
CHEMBL5290876,,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1C[C@@H](O)C2=O,IC50,=,8994.98,nM,5.05,0.0000,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,PSWGXGPETCXINE-ROSLGNJOSA-N
CHEMBL5284435,,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43C=O)[C@@H]1C[C@@H](O)C2=O,IC50,=,27989.81,nM,4.55,0.0000,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,JBXMOBICZNXLIZ-ROSLGNJOSA-N
CHEMBL5265802,,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43C)[C@@H]1C[C@@H](O)[C@@H]2O,IC50,=,699842.0,nM,,,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,DSYKSMXMQXYYEK-FPNLOETNSA-N
CHEMBL5277659,,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1C[C@@H](O)[C@@H]2O,IC50,=,970509.97,nM,,,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,WJFPPCXYVMQZFB-GJWDPZFISA-N
CHEMBL5268832,,C[C@]12CC[C@H]3[C@@H](CCC4C(=O)[C@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,IC50,=,3899.42,nM,5.41,0.0000,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,XULDEWBYHYQPBA-RYMMJHGPSA-N
CHEMBL3754425,,C[C@]12CCCC(=O)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,1199.5,nM,5.92,0.0000,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,LCPOBMSQUCCYJO-IEVKOWOJSA-N
CHEMBL3752149,,C[C@]12CCCCC1=CC(=O)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,2301.44,nM,5.64,0.0000,1,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL5241054,Eur J Med Chem,2020,CHEMBL1978,Aromatase,SVDSXMKJDCDWLU-ZENYQMPMSA-N
CHEMBL5281289,,COc1cc2c(cc1OC)CN(S(=O)(=O)c1cccc(-n3cc(COc4ccc5ccccc5c4)nn3)c1)CC2,IC50,=,70.0,nM,7.16,0.0000,1,CHEMBL5242689,Inhibition of human aromatase preincubated with NADPH regenerating system for 10 mins followed by substrate addition by fluorescence based analysis,B,CHEMBL5241100,Eur J Med Chem,2021,CHEMBL1978,Aromatase,XRPUBYAAVJTFTF-UHFFFAOYSA-N
CHEMBL5273492,,CCC#CCOc1ccc(C(=O)c2ccc(Cn3ccnc3)cc2)cc1,IC50,=,1425.0,nM,5.85,0.0000,1,CHEMBL5249083,Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence based assay,B,CHEMBL5247591,Eur J Med Chem,2022,CHEMBL1978,Aromatase,ORSNBMQKGUKOJG-UHFFFAOYSA-N
CHEMBL5271144,,C#CCOc1ccc(C(=O)c2ccc(Cn3ccnc3)cc2)cc1,IC50,=,210.0,nM,6.68,0.0000,1,CHEMBL5249083,Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence based assay,B,CHEMBL5247591,Eur J Med Chem,2022,CHEMBL1978,Aromatase,UDMQUGFIEOLTBN-UHFFFAOYSA-N
CHEMBL5274139,,CCCCCOc1ccc(C(=O)c2ccc(Cn3ccnc3)cc2)cc1,IC50,=,1300.0,nM,5.89,0.0000,1,CHEMBL5249083,Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence based assay,B,CHEMBL5247591,Eur J Med Chem,2022,CHEMBL1978,Aromatase,SWRQKYUARNICSZ-UHFFFAOYSA-N
CHEMBL5277126,,CCCOc1ccc(C(=O)c2ccc(Cn3ccnc3)cc2)cc1,IC50,=,374.0,nM,6.43,0.0000,1,CHEMBL5249083,Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence based assay,B,CHEMBL5247591,Eur J Med Chem,2022,CHEMBL1978,Aromatase,BJRWHJYIPWHMBI-UHFFFAOYSA-N
CHEMBL5283276,,CCC#CCOc1ccc(C(=O)c2cccc(Cn3ccnc3)c2)cc1,IC50,=,9.0,nM,8.05,0.0000,1,CHEMBL5249083,Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence based assay,B,CHEMBL5247591,Eur J Med Chem,2022,CHEMBL1978,Aromatase,HDGKTFSJXLZOEA-UHFFFAOYSA-N
CHEMBL5271071,,C#CCOc1ccc(C(=O)c2cccc(Cn3ccnc3)c2)cc1,IC50,=,650.0,nM,6.19,0.0000,1,CHEMBL5249083,Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence based assay,B,CHEMBL5247591,Eur J Med Chem,2022,CHEMBL1978,Aromatase,YGOVBVSWKWWWAJ-UHFFFAOYSA-N
CHEMBL5274084,,CCCCCOc1ccc(C(=O)c2cccc(Cn3ccnc3)c2)cc1,IC50,=,42.0,nM,7.38,0.0000,1,CHEMBL5249083,Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence based assay,B,CHEMBL5247591,Eur J Med Chem,2022,CHEMBL1978,Aromatase,XTUXSJNSUCYHQN-UHFFFAOYSA-N
CHEMBL5284760,,CCCOc1ccc(C(=O)c2cccc(Cn3ccnc3)c2)cc1,IC50,=,2.0,nM,8.70,0.0000,1,CHEMBL5249083,Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence based assay,B,CHEMBL5247591,Eur J Med Chem,2022,CHEMBL1978,Aromatase,XGZQSNZFKSUZJE-UHFFFAOYSA-N
CHEMBL5285636,,COc1ccc(C(=O)c2cccc(Cn3ccnc3)c2)cc1,IC50,=,13.0,nM,7.89,0.0000,1,CHEMBL5249083,Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence based assay,B,CHEMBL5247591,Eur J Med Chem,2022,CHEMBL1978,Aromatase,FYPDRZWNQJOGAA-UHFFFAOYSA-N
CHEMBL5266533,,O=C(c1ccc(O)cc1)c1cccc(Cn2ccnc2)c1,IC50,=,13.0,nM,7.89,0.0000,1,CHEMBL5249083,Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorescence based assay,B,CHEMBL5247591,Eur J Med Chem,2022,CHEMBL1978,Aromatase,QUOYRYPDXFOSKY-UHFFFAOYSA-N
CHEMBL5278229,,COc1ccc(C(=O)c2ccc(Cn3ccnc3)cc2)cc1,IC50,=,237.8,nM,6.62,0.0000,1,CHEMBL5249084,Inhibition of human placental microsome aromatase using androstenedione as substrate assessed as reduction in 3H2O formation preincubated for 5 mins in presence of NADPH followed by microsomal protein addition and measured after 3 hrs,B,CHEMBL5247591,Eur J Med Chem,2022,CHEMBL1978,Aromatase,HSALEOLNACYNDD-UHFFFAOYSA-N
CHEMBL5275747,,O=C(c1ccc(O)cc1)c1ccc(Cn2ccnc2)cc1,IC50,=,1100.0,nM,5.96,0.0000,1,CHEMBL5249084,Inhibition of human placental microsome aromatase using androstenedione as substrate assessed as reduction in 3H2O formation preincubated for 5 mins in presence of NADPH followed by microsomal protein addition and measured after 3 hrs,B,CHEMBL5247591,Eur J Med Chem,2022,CHEMBL1978,Aromatase,VRCUMULLGAIVBA-UHFFFAOYSA-N
CHEMBL5273068,,O=C(c1ccc(Cn2ccnc2)cc1)c1ccc(-c2ccccc2)cc1,IC50,=,2531.0,nM,5.60,0.0000,1,CHEMBL5249084,Inhibition of human placental microsome aromatase using androstenedione as substrate assessed as reduction in 3H2O formation preincubated for 5 mins in presence of NADPH followed by microsomal protein addition and measured after 3 hrs,B,CHEMBL5247591,Eur J Med Chem,2022,CHEMBL1978,Aromatase,CEHPTEMCMQNUPY-UHFFFAOYSA-N
CHEMBL5394546,,O=S(=O)(Oc1ccc(-n2cncn2)cc1)C1CC2OC1C(c1ccc(O)cc1)=C2c1ccc(O)cc1,IC50,,,,,,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,HPSZQTYGEXTGDY-UHFFFAOYSA-N
CHEMBL5437007,,Cn1cc(-c2ccc(OS(=O)(=O)C3CC4OC3C(c3ccc(O)cc3)=C4c3ccc(O)cc3)cc2)cn1,IC50,,,,,,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,NNCZLSLIWRYYFM-UHFFFAOYSA-N
CHEMBL5418690,,O=S(=O)(Oc1ccccc1)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1,IC50,=,323.0,nM,6.49,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,YXSOOYRHKJJEFB-UHFFFAOYSA-N
CHEMBL5402392,,O=S(=O)(Oc1ccccc1C(F)(F)F)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1,IC50,=,197.0,nM,6.71,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,RTVHWDDSELODJC-UHFFFAOYSA-N
CHEMBL5426175,,O=S(=O)(Oc1cccc(C(F)(F)F)c1)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1,IC50,=,101.0,nM,7.00,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,YBOGYVLQPXXUHI-UHFFFAOYSA-N
CHEMBL5433442,,O=S(=O)(Oc1ccc(C(F)(F)F)cc1)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1,IC50,=,0.9,nM,9.05,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,RCIWVNAEWXEBBT-UHFFFAOYSA-N
CHEMBL5436925,,O=S(=O)(Oc1ccccc1Br)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1,IC50,=,103.24,nM,6.99,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,TVVULURNZJENJS-UHFFFAOYSA-N
CHEMBL5403786,,O=S(=O)(Oc1cccc(Br)c1)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1,IC50,=,267.25,nM,6.57,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,LRSDMBBJSMFOLC-UHFFFAOYSA-N
CHEMBL5410004,,O=S(=O)(Oc1cccc(Br)c1)C1CC2OC1C(c1ccc(O)cc1)=C2c1ccc(-n2ccnc2)cc1,IC50,=,329.2,nM,6.48,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,CNOJWBLQWGAJGX-UHFFFAOYSA-N
CHEMBL5412790,,O=S(=O)(Oc1ccc(Br)cc1)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1,IC50,=,1.3,nM,8.89,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,JRCXSHGXMOMICT-UHFFFAOYSA-N
CHEMBL5411799,,O=S(=O)(Oc1cccc2ccccc12)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1,IC50,=,4.3,nM,8.37,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,OKDPQSIONYDPGB-UHFFFAOYSA-N
CHEMBL5400803,,O=S(=O)(Oc1ccc2ccccc2c1)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1,IC50,=,15.46,nM,7.81,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,NBWIFTBHIQEBHV-UHFFFAOYSA-N
CHEMBL5420394,,COc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(-n4ccnc4)cc2)=C3c2ccc(O)cc2)cc1,IC50,=,877.4,nM,6.06,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,LEMFQVFNSOYRPF-UHFFFAOYSA-N
CHEMBL5417452,,Cc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(-n4ccnc4)cc2)=C3c2ccc(O)cc2)cc1,IC50,=,20.42,nM,7.69,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,LDDOCRZJEVSRPZ-UHFFFAOYSA-N
CHEMBL5422315,,O=S(=O)(Oc1ccc(F)cc1)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1,IC50,=,54.83,nM,7.26,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,JBUXPNZZMCNQTC-UHFFFAOYSA-N
CHEMBL5401146,,O=S(=O)(Oc1ccc(F)cc1)C1CC2OC1C(c1ccc(O)cc1)=C2c1ccc(-n2ccnc2)cc1,IC50,=,110.08,nM,6.96,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,ZVCSSZUDNSXXPP-UHFFFAOYSA-N
CHEMBL5405944,,O=S(=O)(Oc1ccc(C(F)(F)F)cc1)C1CC2OC1C(c1ccc(-n3cncn3)cc1)=C2c1ccc(O)cc1,IC50,=,2.09,nM,8.68,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,BAFLJQNFEGUISN-UHFFFAOYSA-N
CHEMBL5421409,,O=S(=O)(Oc1ccc(Br)cc1)C1CC2OC1C(c1ccc(-n3cncn3)cc1)=C2c1ccc(O)cc1,IC50,=,3.48,nM,8.46,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,PKIIMWVWMVSBBB-UHFFFAOYSA-N
CHEMBL5408038,,O=S(=O)(Oc1ccc(Cl)cc1)C1CC2OC1C(c1ccc(-n3cncn3)cc1)=C2c1ccc(O)cc1,IC50,=,7.8,nM,8.11,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,IWNHGVGCQLJRMG-UHFFFAOYSA-N
CHEMBL5427513,,COc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(-n4cncn4)cc2)=C3c2ccc(O)cc2)cc1,IC50,=,144.58,nM,6.84,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,SXEQYCSDUJXUEG-UHFFFAOYSA-N
CHEMBL5426947,,Cc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(-n4cncn4)cc2)=C3c2ccc(O)cc2)cc1,IC50,=,32.3,nM,7.49,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,WFZZNCLVAMEKNX-UHFFFAOYSA-N
CHEMBL5400203,,Cn1cc(-c2ccc(C3=C(c4ccc(O)cc4)C4CC(S(=O)(=O)Oc5ccc(C(F)(F)F)cc5)C3O4)cc2)cn1,IC50,=,26.52,nM,7.58,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,OVBAMWXAMZFSNR-UHFFFAOYSA-N
CHEMBL5399056,,Cn1cc(-c2ccc(C3=C(c4ccc(O)cc4)C4CC(S(=O)(=O)Oc5ccc(Br)cc5)C3O4)cc2)cn1,IC50,,,,,,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,OVFAYPQPBOCQDK-UHFFFAOYSA-N
CHEMBL5404699,,COc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(-c4cnn(C)c4)cc2)=C3c2ccc(O)cc2)cc1,IC50,=,282.0,nM,6.55,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,XZCFYJNDRKRMLX-UHFFFAOYSA-N
CHEMBL4800654,,O=S(=O)(Oc1ccccc1)C1CC2OC1C(c1ccc(O)cc1)=C2c1ccc(O)cc1,IC50,,,,,,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,KRJVPVGVFUQQGQ-UHFFFAOYSA-N
CHEMBL5407335,,CN(c1ccccc1)S(=O)(=O)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1,IC50,=,154.7,nM,6.81,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,JOLHYJNVXPPAKN-UHFFFAOYSA-N
CHEMBL5426251,,COc1ccc(N(C)S(=O)(=O)C2CC3OC2C(c2ccc(-n4ccnc4)cc2)=C3c2ccc(O)cc2)cc1,IC50,=,286.42,nM,6.54,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,JXCUFSUBAFSBJL-UHFFFAOYSA-N
CHEMBL5435743,,CCN(c1ccccc1)S(=O)(=O)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1,IC50,=,127.4,nM,6.89,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,PJBKMCXFNHIRNX-UHFFFAOYSA-N
CHEMBL5414572,,CCN(c1ccc(OC)cc1)S(=O)(=O)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1,IC50,=,152.12,nM,6.82,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,OTOUBBXYRDHIPW-UHFFFAOYSA-N
CHEMBL5413340,,O=S(=O)(C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1)N(CC(F)(F)F)c1ccccc1,IC50,=,236.72,nM,6.63,0.0000,1,CHEMBL5326436,Inhibition of human recombinant aromatase using ARO as substrate,A,CHEMBL5325416,Eur J Med Chem,2023,CHEMBL1978,Aromatase,DOJLZJNBIBKTCE-UHFFFAOYSA-N
