molecule_chembl_id,molecule_pref_name,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,sd_pchembl,n_measurements,assay_chembl_id,assay_description,assay_type,document_chembl_id,document_journal,document_year,target_chembl_id,target_pref_name,inchi_key,bioactivity_class
CHEMBL307581,,CO[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,Ki,=,12.0,nM,7.92,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,BBWNGNWLDMFXAW-SKQDGYSZSA-N,active
CHEMBL70959,,C[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,Ki,=,0.38,nM,9.42,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,SNJUIXSSEIVANC-SSSDRFAOSA-N,active
CHEMBL305205,,C[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,Ki,=,5.3,nM,8.28,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,SPQYFKZBWJXPTC-PFRDHEKVSA-N,active
CHEMBL73071,,CCC[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,Ki,=,5.5,nM,8.26,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,QPWLPAJYJGUKSR-UBSTYODESA-N,active
CHEMBL72415,,CCCCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,Ki,=,1200.0,nM,5.92,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,XMTVISLAECGBLA-FDAXKOGNSA-N,inactive
CHEMBL74295,,CCCCCCCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,Ki,=,4100.0,nM,5.39,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,ULWNKRZBEQGCRF-XYGTZWRJSA-N,inactive
CHEMBL70436,,CC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,Ki,=,43.0,nM,7.37,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,LEIWUALXUKRPTD-ODKAITLMSA-N,active
CHEMBL72538,,CCCCCCCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,Ki,=,2600.0,nM,5.58,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,ULWNKRZBEQGCRF-XPDTZVJUSA-N,inactive
CHEMBL306022,,CC[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,Ki,=,0.34,nM,9.47,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,VTGGNLFKRWMFCH-YXHAKOJRSA-N,active
CHEMBL72228,,CC(=O)O[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,Ki,=,18.0,nM,7.75,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,OVURERDJMLXMHG-VILDCMJKSA-N,active
CHEMBL73993,,CC12CCC3C(C[C@@H](O)C4=CCCCC43C)C1CCC2=O,Ki,=,6.0,nM,8.22,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,UPJODXGWEXHPEK-KTSZXUFWSA-N,active
CHEMBL304770,,CC(=O)O[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,Ki,=,24.0,nM,7.62,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,OVURERDJMLXMHG-FLSWPYJUSA-N,active
CHEMBL73219,,CCCCC[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,PFMMKGGPOLDMEE-NYYHRPKISA-N,intermediate
CHEMBL74339,,CC[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,Ki,=,0.18,nM,9.74,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,VTGGNLFKRWMFCH-OUMTZYTPSA-N,active
CHEMBL304305,,CCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,Ki,=,30.0,nM,7.52,0.0000,1,CHEMBL666403,Apparent inhibition constant (Ki) against Cytochrome P450 19A1,B,CHEMBL1129695,J Med Chem,1996,CHEMBL1978,Aromatase,FACSJNDEAKXXDF-LHCCWGHRSA-N,active
CHEMBL283196,ALPHA-NAPHTHOFLAVONE,O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,Ki,=,20.0,nM,7.70,0.0000,1,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,VFMMPHCGEFXGIP-UHFFFAOYSA-N,active
CHEMBL101540,,CSC[C@]12CCC(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12,Ki,=,1.0000,nM,9.00,0.0000,2,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,FDHUZZLLTRFCDB-YXAMPDCWSA-N,active
CHEMBL1078534,ANDROSTENEDONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,325.8333,nM,6.66,0.4516,6,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,LUJVUUWNAPIQQI-QAGGRKNESA-N,intermediate
CHEMBL157101,KETOCONAZOLE,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Ki,=,21932.7033,nM,5.66,1.2759,3,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,XMAYWYJOQHXEEK-UHFFFAOYSA-N,inactive
CHEMBL101595,,CCC[C@]12CCC(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12,Ki,=,3000.0,nM,5.52,0.0000,1,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,VGXUJXXKBNEKRI-CEJNIXRPSA-N,inactive
CHEMBL99706,,C/C=C/[C@]12CCC(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12,Ki,=,56.0,nM,7.25,0.0000,1,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,HMWVXXOYSTWBTG-HTUWJCGISA-N,active
CHEMBL319961,,C[C@]12CCC(=O)C=C1C[C@@H](Sc1ccc(I)cc1)C1C2CC[C@]2(C)C(=O)CCC12,Ki,=,12.0,nM,7.92,0.0000,1,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,VEUHCSMDWHNLGC-QGICKFDUSA-N,active
CHEMBL101893,,C[C@]12CCC(=O)C=C1[C@H](Br)CC1C2CC[C@@]2(C)C1CC[C@@H]2OC(=O)CBr,Ki,=,25000.0,nM,4.60,0.0000,1,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,NJULPAVJMURXJB-DCCOOYGWSA-N,inactive
CHEMBL421018,,CC1(C)C[C@@]2(C)C(=CC1=O)CCC1C2CC[C@]2(C)C(=O)CCC12,Ki,=,2.3,nM,8.64,0.0000,1,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,IFQGCFSQXXEGDT-UWVSKHRXSA-N,active
CHEMBL3085491,,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)OC[C@@H]12,Ki,=,362.5000,nM,6.45,0.0888,4,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,WWVGOVDLTMQAQT-RCMKLKEOSA-N,intermediate
CHEMBL329500,,O=c1cc(-c2ccccc2)oc2c1ccc1ccc(O)cc12,Ki,=,5.0,nM,8.30,0.0000,1,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,PODSTHAFQFMETD-UHFFFAOYSA-N,active
CHEMBL132530,FORMESTANE,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,119.3600,nM,7.60,1.1715,6,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,OSVMTWJCGUFAOD-KZQROQTASA-N,active
CHEMBL100615,,C[C@]12CCC(=O)C=C1C[C@@H](Sc1ccc(NC(=O)CBr)cc1)C1C2CC[C@]2(C)C(=O)CCC12,Ki,=,33000.0,nM,4.48,0.0000,1,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,LCFDGVXDFUKBGU-BWGWWWHMSA-N,inactive
CHEMBL98105,,C=C1C=C2CCC3C(CC[C@]4(C)C(=O)CCC34)[C@@]2(C)CC1,Ki,=,4.7,nM,8.33,0.0000,1,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,ZCWJOLNRFYBZJQ-GTSVPISWSA-N,active
CHEMBL99370,,C[C@]12C=CC(=O)C=C1CCC1C2CC[C@]2(C)OC(=O)CCC12,Ki,=,35000.0,nM,4.46,0.0000,1,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,BPEWUONYVDABNZ-WFZCBACDSA-N,inactive
CHEMBL101947,,C[C@@]12CCCC1C1CCC3=CC(=O)C=C[C@]3(C)C1CC2,Ki,=,1100.0,nM,5.96,0.0000,1,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,IQUXBKUKXDWZLA-QKBRSHRXSA-N,inactive
CHEMBL98685,,C=C[C@]12CCC(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12,Ki,=,3.0,nM,8.52,0.0000,1,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,RBAGUTHIQQDDMW-GTSVPISWSA-N,active
CHEMBL319108,,CC[C@]12CCC(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12,Ki,=,9.0,nM,8.05,0.0000,1,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,YBQJZPUCIDDTLT-GTSVPISWSA-N,active
CHEMBL98998,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C(F)F)C1CCC2=O,Ki,=,1.0,nM,9.00,0.0000,1,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,ACUQDKXLALFOFQ-PTNVGKEZSA-N,active
CHEMBL98537,,C[C@]12CCC(=O)C=C1C[C@@H](Sc1ccc(N=[N+]=[N-])cc1)C1C2CC[C@]2(C)C(=O)CCC12,Ki,=,445.6500,nM,7.47,2.0082,2,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,UFIQNZVZPASSNX-QGICKFDUSA-N,active
CHEMBL2311178,,C[C@]12C=CC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,91.2500,nM,7.67,1.3081,2,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,DKVSUQWCZQBWCP-QAGGRKNESA-N,active
CHEMBL9298,FADROZOLE,N#Cc1ccc(C2CCCc3cncn32)cc1,Ki,=,0.9375,nM,9.29,0.7038,4,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,CLPFFLWZZBQMAO-UHFFFAOYSA-N,active
CHEMBL101323,,C[C@]12CCC(=O)C(N)=C1CCC1C2CC[C@]2(C)C(=O)CCC12,Ki,=,37.0,nM,7.43,0.0000,1,CHEMBL661762,Binding affinity was measured on Cytochrome P450 19A1,B,CHEMBL1124997,J Med Chem,1990,CHEMBL1978,Aromatase,LNDKUEXAXHAQMO-FWMAMRLESA-N,active
CHEMBL269590,,CC12CCC3C(C(CCc4ccccc4)=CC4=CC(=O)CCC43C)C1CCC2=O,Ki,=,174.0,nM,6.76,0.0000,1,CHEMBL664414,In vitro inhibition of human placental cytochrome P450 19A1,B,CHEMBL1124919,J Med Chem,1990,CHEMBL1978,Aromatase,UZQLPUCVJYDRKC-UHFFFAOYSA-N,intermediate
CHEMBL9478,,CC12CCC3C(C(Cc4ccc(N)cc4)=CC4=CC(=O)CCC43C)C1CCC2=O,Ki,=,88.0,nM,7.06,0.0000,1,CHEMBL664414,In vitro inhibition of human placental cytochrome P450 19A1,B,CHEMBL1124919,J Med Chem,1990,CHEMBL1978,Aromatase,KIOCIZQSIWLMRI-UHFFFAOYSA-N,active
CHEMBL266297,,CC12CCC3C(C(CCc4ccc(N)cc4)=CC4=CC(=O)CCC43C)C1CCC2=O,Ki,=,88.0,nM,7.06,0.0000,1,CHEMBL664414,In vitro inhibition of human placental cytochrome P450 19A1,B,CHEMBL1124919,J Med Chem,1990,CHEMBL1978,Aromatase,KASRJGUVAWHBSO-UHFFFAOYSA-N,active
CHEMBL267433,,CC12CCC3C(C(Cc4ccccc4)=CC4=CC(=O)CCC43C)C1CCC2=O,Ki,=,61.0,nM,7.21,0.0000,1,CHEMBL664414,In vitro inhibition of human placental cytochrome P450 19A1,B,CHEMBL1124919,J Med Chem,1990,CHEMBL1978,Aromatase,VVDWEHROXAUWQZ-UHFFFAOYSA-N,active
CHEMBL266788,,CC12CCC3C(C(c4ccccc4)=CC4=CC(=O)CCC43C)C1CCC2=O,Ki,=,1424.0,nM,5.85,0.0000,1,CHEMBL664414,In vitro inhibition of human placental cytochrome P450 19A1,B,CHEMBL1124919,J Med Chem,1990,CHEMBL1978,Aromatase,OPLIQEAVVVBVAF-UHFFFAOYSA-N,inactive
CHEMBL429788,,CC12CCC3C(C(CCc4ccc([N+](=O)[O-])cc4)=CC4=CC(=O)CCC43C)C1CCC2=O,Ki,=,95.0,nM,7.02,0.0000,1,CHEMBL664414,In vitro inhibition of human placental cytochrome P450 19A1,B,CHEMBL1124919,J Med Chem,1990,CHEMBL1978,Aromatase,ZPVDGPIFJNHZML-UHFFFAOYSA-N,active
CHEMBL9400,,CC12CCC3C(C(Cc4ccc([N+](=O)[O-])cc4)=CC4=CC(=O)CCC43C)C1CCC2=O,Ki,=,94.0,nM,7.03,0.0000,1,CHEMBL664414,In vitro inhibition of human placental cytochrome P450 19A1,B,CHEMBL1124919,J Med Chem,1990,CHEMBL1978,Aromatase,WBRDFWVUFXXXKI-UHFFFAOYSA-N,active
CHEMBL152237,,CC(=O)SC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O,Ki,=,73.0,nM,7.14,0.0000,1,CHEMBL666399,Evaluated for its competitive inhibitory activity against Cytochrome P450 19A1 with the use of human placental microsomal preparation,B,CHEMBL1123161,J Med Chem,1986,CHEMBL1978,Aromatase,GMZBMJBCDDHOMP-UHFFFAOYSA-N,active
CHEMBL336387,,CC12CCC3C(CCC4=C(Sc5ccccc5)C(=O)CCC43C)C1CCC2=O,Ki,=,36.0,nM,7.44,0.0000,1,CHEMBL666399,Evaluated for its competitive inhibitory activity against Cytochrome P450 19A1 with the use of human placental microsomal preparation,B,CHEMBL1123161,J Med Chem,1986,CHEMBL1978,Aromatase,CLKVUYDHWSHNGQ-UHFFFAOYSA-N,active
CHEMBL346952,,CSC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O,Ki,=,59.0,nM,7.23,0.0000,1,CHEMBL666399,Evaluated for its competitive inhibitory activity against Cytochrome P450 19A1 with the use of human placental microsomal preparation,B,CHEMBL1123161,J Med Chem,1986,CHEMBL1978,Aromatase,BZYIICZUVPPSEB-UHFFFAOYSA-N,active
CHEMBL346234,,CC12CCC3C(CCC4=C(Sc5ccc(N)cc5)C(=O)CCC43C)C1CCC2=O,Ki,=,18.0,nM,7.75,0.0000,1,CHEMBL666399,Evaluated for its competitive inhibitory activity against Cytochrome P450 19A1 with the use of human placental microsomal preparation,B,CHEMBL1123161,J Med Chem,1986,CHEMBL1978,Aromatase,HIKKUMIMNQGLJW-UHFFFAOYSA-N,active
CHEMBL154918,,CCCSC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O,Ki,=,65.0,nM,7.19,0.0000,1,CHEMBL666399,Evaluated for its competitive inhibitory activity against Cytochrome P450 19A1 with the use of human placental microsomal preparation,B,CHEMBL1123161,J Med Chem,1986,CHEMBL1978,Aromatase,KECSLKZJFNOOFU-UHFFFAOYSA-N,active
CHEMBL154104,,CCSC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O,Ki,=,41.0,nM,7.39,0.0000,1,CHEMBL666399,Evaluated for its competitive inhibitory activity against Cytochrome P450 19A1 with the use of human placental microsomal preparation,B,CHEMBL1123161,J Med Chem,1986,CHEMBL1978,Aromatase,QZYHZMLBKKTOQU-UHFFFAOYSA-N,active
CHEMBL67456,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43S)C1CC[C@@H]2O,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL763995,Binding affinity(KI) for formation of reversible enzyme-ligand complex with human placental aromatase (PL2),B,CHEMBL1124325,J Med Chem,1989,CHEMBL1978,Aromatase,VVJCUUBNICZCTD-YKBNYSBYSA-N,intermediate
CHEMBL445362,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43CS)C1CCC2=O,Ki,=,47.0,nM,7.33,0.0000,1,CHEMBL763994,Binding affinity for formation of reversible enzyme-ligand complexes with human placental aromatase (PL2),B,CHEMBL1124325,J Med Chem,1989,CHEMBL1978,Aromatase,KNNWZTLIWIMQIQ-CXOXHQNKSA-N,active
CHEMBL66775,,C[C@]12C[C@@H](S)C(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12,Ki,=,3100.0,nM,5.51,0.0000,1,CHEMBL763995,Binding affinity(KI) for formation of reversible enzyme-ligand complex with human placental aromatase (PL2),B,CHEMBL1124325,J Med Chem,1989,CHEMBL1978,Aromatase,YLDHLQOSVJWUFW-QNSFZFNSSA-N,inactive
CHEMBL67441,,C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43S)C1CCC2=O,Ki,=,28.0,nM,7.55,0.0000,1,CHEMBL763995,Binding affinity(KI) for formation of reversible enzyme-ligand complex with human placental aromatase (PL2),B,CHEMBL1124325,J Med Chem,1989,CHEMBL1978,Aromatase,JMKDGYUTWXJJDH-VKLUZWIXSA-N,active
CHEMBL174407,,CCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,Ki,=,50.0,nM,7.30,0.0000,1,CHEMBL662252,Apparent inhibition constant (Ki) for cytochrome P450 19A1 with androstenedione,B,CHEMBL1124116,J Med Chem,1988,CHEMBL1978,Aromatase,FLQPZWGQFMSPBG-UHFFFAOYSA-N,active
CHEMBL26651,,CCCCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,Ki,=,20.0,nM,7.70,0.0000,1,CHEMBL662252,Apparent inhibition constant (Ki) for cytochrome P450 19A1 with androstenedione,B,CHEMBL1124116,J Med Chem,1988,CHEMBL1978,Aromatase,FTLSXSJMDCNPAK-UHFFFAOYSA-N,active
CHEMBL287574,,Nc1ccc(C23CC2C(=O)NC3=O)cc1,Ki,=,1200.0,nM,5.92,0.0000,1,CHEMBL662252,Apparent inhibition constant (Ki) for cytochrome P450 19A1 with androstenedione,B,CHEMBL1124116,J Med Chem,1988,CHEMBL1978,Aromatase,SGGCPUGLXWOPAP-UHFFFAOYSA-N,inactive
CHEMBL174909,,CCCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,Ki,=,1.5,nM,8.82,0.0000,1,CHEMBL662252,Apparent inhibition constant (Ki) for cytochrome P450 19A1 with androstenedione,B,CHEMBL1124116,J Med Chem,1988,CHEMBL1978,Aromatase,FXKAFJRRPFOCON-UHFFFAOYSA-N,active
CHEMBL423772,,COC(=O)C1(C)CCC2C(CCC3=CC(=O)C=CC32C)C1C,Ki,=,103000.0,nM,,,1,CHEMBL663782,Competitive inhibition of binding to human placental aromatase Cytochrome P450 19A1,B,CHEMBL1124424,J Med Chem,1989,CHEMBL1978,Aromatase,BOQHVHAJWGPUDE-UHFFFAOYSA-N,
CHEMBL268918,,CCCCCCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,Ki,=,7.8,nM,8.11,0.0000,2,CHEMBL666404,Apparent inhibition constant (Ki) Cytochrome P450 19A1,B,CHEMBL1129505,J Med Chem,1996,CHEMBL1978,Aromatase,LRKBTRNJFNIXMH-WDYHNOPSSA-N,active
CHEMBL158600,,CC1(C=O)CCC2C(CCC3=CC(=O)C=CC32C)C1,Ki,=,3980.0,nM,5.40,0.0000,1,CHEMBL664585,Inactivation rate (Ki) of human placental Cytochrome P450 19A1,B,CHEMBL1124424,J Med Chem,1989,CHEMBL1978,Aromatase,XFDLZKMDVPATED-UHFFFAOYSA-N,inactive
CHEMBL268209,,CCCCCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,Ki,=,20.0,nM,7.70,0.0000,2,CHEMBL666404,Apparent inhibition constant (Ki) Cytochrome P450 19A1,B,CHEMBL1129505,J Med Chem,1996,CHEMBL1978,Aromatase,LRKBTRNJFNIXMH-XQRZRPSQSA-N,active
CHEMBL8333,,CCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,Ki,=,180.5000,nM,7.06,0.8415,2,CHEMBL666404,Apparent inhibition constant (Ki) Cytochrome P450 19A1,B,CHEMBL1129505,J Med Chem,1996,CHEMBL1978,Aromatase,STCMXLSWPAFYPU-XVYLWALFSA-N,active
CHEMBL266532,,CCCCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,Ki,=,337.5000,nM,6.89,0.9970,2,CHEMBL666404,Apparent inhibition constant (Ki) Cytochrome P450 19A1,B,CHEMBL1129505,J Med Chem,1996,CHEMBL1978,Aromatase,TWSVBZORGBDMKX-NNFASVCWSA-N,intermediate
CHEMBL267668,,CCCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,Ki,=,11.0,nM,7.96,0.0000,2,CHEMBL666404,Apparent inhibition constant (Ki) Cytochrome P450 19A1,B,CHEMBL1129505,J Med Chem,1996,CHEMBL1978,Aromatase,WLAOFEXUHCVHAH-ZEVFXQAJSA-N,active
CHEMBL8254,,CCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,Ki,=,7.0,nM,8.15,0.0000,2,CHEMBL666404,Apparent inhibition constant (Ki) Cytochrome P450 19A1,B,CHEMBL1129505,J Med Chem,1996,CHEMBL1978,Aromatase,STCMXLSWPAFYPU-XTORZRHISA-N,active
CHEMBL8417,,CCCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,Ki,=,14.0,nM,7.85,0.0000,2,CHEMBL666404,Apparent inhibition constant (Ki) Cytochrome P450 19A1,B,CHEMBL1129505,J Med Chem,1996,CHEMBL1978,Aromatase,TYNLGMGANHYOFS-CQPDLKSQSA-N,active
CHEMBL27769,STANOLONE,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,Ki,=,885.0000,nM,6.23,0.6010,2,CHEMBL662242,Inactivation rate (Ki) for human placental Cytochrome P450 19A1,B,CHEMBL1124424,J Med Chem,1989,CHEMBL1978,Aromatase,NVKAWKQGWWIWPM-ABEVXSGRSA-N,intermediate
CHEMBL8315,,C[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,Ki,=,400.0000,nM,6.75,0.8839,2,CHEMBL666404,Apparent inhibition constant (Ki) Cytochrome P450 19A1,B,CHEMBL1129505,J Med Chem,1996,CHEMBL1978,Aromatase,BWNQBQAKVQVBHH-CZKBIPHFSA-N,intermediate
CHEMBL274878,,C[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,Ki,=,427.0000,nM,6.68,0.8273,2,CHEMBL666404,Apparent inhibition constant (Ki) Cytochrome P450 19A1,B,CHEMBL1129505,J Med Chem,1996,CHEMBL1978,Aromatase,BWNQBQAKVQVBHH-LQVSISNVSA-N,intermediate
CHEMBL8646,,CCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,Ki,=,293.5000,nM,7.02,1.1031,2,CHEMBL666404,Apparent inhibition constant (Ki) Cytochrome P450 19A1,B,CHEMBL1129505,J Med Chem,1996,CHEMBL1978,Aromatase,TYNLGMGANHYOFS-VPQTXNHLSA-N,active
CHEMBL346929,,COC(=O)C1(C)CCC2C(CCC3=CC(=O)C=CC32C)C1,Ki,=,130000.0,nM,,,1,CHEMBL664896,Competitive inhibition of binding to human placental Cytochrome P450 19A1,B,CHEMBL1124424,J Med Chem,1989,CHEMBL1978,Aromatase,JFPRTDXRHXOBRN-UHFFFAOYSA-N,
CHEMBL349300,,CC12CCCC1C1CCC3=CC(=O)C=CC3(C)C1CC2,Ki,=,895.0000,nM,6.06,0.1414,2,CHEMBL662242,Inactivation rate (Ki) for human placental Cytochrome P450 19A1,B,CHEMBL1124424,J Med Chem,1989,CHEMBL1978,Aromatase,IQUXBKUKXDWZLA-UHFFFAOYSA-N,intermediate
