molecule_chembl_id,molecule_pref_name,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,sd_pchembl,n_measurements,assay_chembl_id,assay_description,assay_type,document_chembl_id,document_journal,document_year,target_chembl_id,target_pref_name,inchi_key,bioactivity_class
CHEMBL229885,LICOAGROCHALCONE A,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O,IC50,>,308300.0,nM,,,1,CHEMBL905158,Inhibition of human aromatase,B,CHEMBL1143702,J Med Chem,2007,CHEMBL1978,Aromatase,TVUGLERLRIQATC-BJMVGYQFSA-N,
CHEMBL229945,,COCOc1ccc2c(c1)OC(c1ccc(OCOC)c(CC=C(C)C)c1)CC2=O,IC50,=,13950.0,nM,4.86,0.0000,1,CHEMBL905158,Inhibition of human aromatase,B,CHEMBL1143702,J Med Chem,2007,CHEMBL1978,Aromatase,WAKLAEWPUCTBLI-UHFFFAOYSA-N,inactive
CHEMBL229094,,COc1ccc(C(=O)CC(O)c2ccc(OC)c(CC=C(C)C)c2)c(O)c1,IC50,=,54670.0,nM,4.26,0.0000,1,CHEMBL905158,Inhibition of human aromatase,B,CHEMBL1143702,J Med Chem,2007,CHEMBL1978,Aromatase,OKIVVIFJBRWBCX-UHFFFAOYSA-N,inactive
CHEMBL229861,,CC[C@H]1[C@@H]2[C@@H](O)CCN2C(=O)N1c1ccc(C#N)c(Cl)c1C,IC50,>,100000.0,nM,,,1,CHEMBL888445,Inhibition of aromatase,B,CHEMBL1145402,J Med Chem,2007,CHEMBL1978,Aromatase,GHMFVPOVQMEIHB-CORIIIEPSA-N,
CHEMBL226999,,N#Cc1ccc(N(Cc2ccc(C(F)(F)F)c(O)c2)n2cnnc2)cc1,IC50,=,0.4,nM,9.40,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,HUNSGSQEWSVHEK-UHFFFAOYSA-N,active
CHEMBL388093,,COc1ccc(CN(c2ccc(C#N)cc2)n2cnnc2)cc1O,IC50,=,1.2,nM,8.92,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,CTIOHLLWIGWMII-UHFFFAOYSA-N,active
CHEMBL226947,,N#Cc1ccc(N(Cc2ccc(Br)c(O)c2)n2cnnc2)cc1,IC50,=,0.5,nM,9.30,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,WKQPRXJLBFKRFZ-UHFFFAOYSA-N,active
CHEMBL226946,,N#Cc1ccc(N(Cc2ccc(Cl)c(O)c2)n2cnnc2)cc1,IC50,=,0.18,nM,9.74,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,MAUQLCBTOGXYQY-UHFFFAOYSA-N,active
CHEMBL390079,,N#Cc1ccc(N(Cc2ccc(F)c(O)c2)n2cnnc2)cc1,IC50,=,0.6,nM,9.22,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,DXFARUZXEUTFAT-UHFFFAOYSA-N,active
CHEMBL390078,,N#Cc1ccc(N(Cc2cccc(O)c2)n2cnnc2)cc1,IC50,=,2.8,nM,8.55,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,PETWZNCGXMAGKZ-UHFFFAOYSA-N,active
CHEMBL226945,,COc1ccc(CN(c2ccc(C#N)cc2)n2cnnc2)cc1OS(N)(=O)=O,IC50,=,12.0,nM,7.92,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,GTZUPBJZUMOMPV-UHFFFAOYSA-N,active
CHEMBL226893,,N#Cc1ccc(N(Cc2ccc(Br)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,IC50,=,3.9,nM,8.41,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,LQIZACJKBVFCOR-UHFFFAOYSA-N,active
CHEMBL390077,,N#Cc1ccc(N(Cc2ccc(Cl)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,IC50,=,0.92,nM,9.04,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,FVAUUDOGAUSBJQ-UHFFFAOYSA-N,active
CHEMBL226892,,N#Cc1ccc(N(Cc2ccc(F)c(OS(N)(=O)=O)c2)n2cnnc2)cc1,IC50,=,0.77,nM,9.11,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,RCQQEWJTRSDEPH-UHFFFAOYSA-N,active
CHEMBL226891,,N#Cc1ccc(N(Cc2c(F)c(F)c(O)c(F)c2F)n2cnnc2)cc1,IC50,=,159.0,nM,6.80,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,RVBPLBQLIDGIHO-UHFFFAOYSA-N,intermediate
CHEMBL226843,,N#Cc1ccc(N(Cc2cc(Cl)c(O)c(Cl)c2)n2cnnc2)cc1,IC50,=,7.6,nM,8.12,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,DLHBUZTWFBDDJT-UHFFFAOYSA-N,active
CHEMBL388507,,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)cc(Cl)c1O,IC50,=,0.51,nM,9.29,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,YSNIFQTZHYJRFW-UHFFFAOYSA-N,active
CHEMBL226842,,N#Cc1ccc(N(Cc2ccc(O)c(C(F)(F)F)c2)n2cnnc2)cc1,IC50,=,0.88,nM,9.06,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,FKYWDCFMCROKHI-UHFFFAOYSA-N,active
CHEMBL226841,,N#Cc1ccc(N(Cc2ccc(O)c(C#N)c2)n2cnnc2)cc1,IC50,=,24.0,nM,7.62,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,ANIDZTMRMMWUHI-UHFFFAOYSA-N,active
CHEMBL226791,,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)ccc1O,IC50,=,2.8,nM,8.55,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,QQLOBODPILXHQF-UHFFFAOYSA-N,active
CHEMBL226790,,N#Cc1ccc(N(Cc2ccc(O)c(I)c2)n2cnnc2)cc1,IC50,=,0.33,nM,9.48,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,CICPANYWXNTTTE-UHFFFAOYSA-N,active
CHEMBL388506,,N#Cc1ccc(N(Cc2ccc(O)c(Br)c2)n2cnnc2)cc1,IC50,=,1.1,nM,8.96,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,FEHAALICPQTPSE-UHFFFAOYSA-N,active
CHEMBL226789,,N#Cc1ccc(N(Cc2ccc(O)c(Cl)c2)n2cnnc2)cc1,IC50,=,2.5,nM,8.60,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,IKPGOSMJNIFXPG-UHFFFAOYSA-N,active
CHEMBL226738,,N#Cc1ccc(N(Cc2ccc(O)c(F)c2)n2cnnc2)cc1,IC50,=,2.9,nM,8.54,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,QCOMWBBGCHFWFR-UHFFFAOYSA-N,active
CHEMBL388291,,N#Cc1ccc(N(Cc2ccc(O)cc2)n2cnnc2)cc1,IC50,=,23.0,nM,7.64,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,DOSYHCFJYXKMJO-UHFFFAOYSA-N,active
CHEMBL390717,,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)cc(Cl)c1OS(N)(=O)=O,IC50,=,2.9,nM,8.54,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,CXTQIESZLJUKEL-UHFFFAOYSA-N,active
CHEMBL226737,,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(C#N)c2)n2cnnc2)cc1,IC50,=,27.0,nM,7.57,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,RFINSJAXRAPBSS-UHFFFAOYSA-N,active
CHEMBL226736,,COc1cc(CN(c2ccc(C#N)cc2)n2cnnc2)ccc1OS(N)(=O)=O,IC50,=,42.0,nM,7.38,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,WGOHCQJWHOBZSW-UHFFFAOYSA-N,active
CHEMBL390496,,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(I)c2)n2cnnc2)cc1,IC50,=,1.5,nM,8.82,0.0000,1,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,UJWLAQADGSJAAI-UHFFFAOYSA-N,active
CHEMBL286738,IROSUSTAT,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,IC50,,300.0000,,6.52,0.0000,3,CHEMBL890184,Inhibition of aromatase in JEG3 cell membrane,B,CHEMBL1145445,J Med Chem,2007,CHEMBL1978,Aromatase,DSLPMJSGSBLWRE-UHFFFAOYSA-N,intermediate
CHEMBL244795,,O=C(c1ccccc1)c1ccccc1Cn1ccnc1,IC50,=,560.0,nM,6.25,0.0000,1,CHEMBL889228,Inhibition of CYP19 in human placental microsomes,B,CHEMBL1145461,J Med Chem,2007,CHEMBL1978,Aromatase,MHUKQEOTIZXKEL-UHFFFAOYSA-N,intermediate
CHEMBL242454,,O=C(c1ccccc1)c1cc(Br)ccc1Cn1ccnc1,IC50,=,400.0,nM,6.40,0.0000,1,CHEMBL889228,Inhibition of CYP19 in human placental microsomes,B,CHEMBL1145461,J Med Chem,2007,CHEMBL1978,Aromatase,NYMBGOIIYJYZCF-UHFFFAOYSA-N,intermediate
CHEMBL243756,,O=C(c1ccc(-c2ccccc2)cc1)c1cc([N+](=O)[O-])ccc1Cn1ccnc1,IC50,=,17.7,nM,7.75,0.0000,1,CHEMBL889228,Inhibition of CYP19 in human placental microsomes,B,CHEMBL1145461,J Med Chem,2007,CHEMBL1978,Aromatase,QAXQCKMQFQPMKA-UHFFFAOYSA-N,active
CHEMBL243755,,O=C(c1ccccc1)c1cc([N+](=O)[O-])ccc1Cn1ccnc1,IC50,=,25.9,nM,7.59,0.0000,1,CHEMBL889228,Inhibition of CYP19 in human placental microsomes,B,CHEMBL1145461,J Med Chem,2007,CHEMBL1978,Aromatase,GYSAXMBNXFEQKD-UHFFFAOYSA-N,active
CHEMBL388930,,O=C(c1ccccc1)c1cc(Cn2ccnc2)ccc1[N+](=O)[O-],IC50,=,31.0,nM,7.51,0.0000,1,CHEMBL889228,Inhibition of CYP19 in human placental microsomes,B,CHEMBL1145461,J Med Chem,2007,CHEMBL1978,Aromatase,KJIBLTUYHOSAHE-UHFFFAOYSA-N,active
CHEMBL243961,,O=C(c1ccc(-c2ccccc2)cc1)c1cccc(Cn2ccnc2)c1,IC50,=,5.3,nM,8.28,0.0000,1,CHEMBL889228,Inhibition of CYP19 in human placental microsomes,B,CHEMBL1145461,J Med Chem,2007,CHEMBL1978,Aromatase,JSNWARNGWCBUGX-UHFFFAOYSA-N,active
CHEMBL243960,,O=C(c1ccc(-c2ccccc2)cc1)c1ccccc1Cn1ccnc1,IC50,=,260.0,nM,6.58,0.0000,1,CHEMBL889228,Inhibition of CYP19 in human placental microsomes,B,CHEMBL1145461,J Med Chem,2007,CHEMBL1978,Aromatase,QSXXNXFEELWMJA-UHFFFAOYSA-N,intermediate
CHEMBL397728,,O=C(c1ccccc1)c1cccc(Cn2ccnc2)c1,IC50,=,7.3,nM,8.14,0.0000,1,CHEMBL889228,Inhibition of CYP19 in human placental microsomes,B,CHEMBL1145461,J Med Chem,2007,CHEMBL1978,Aromatase,NEIDBIJTDWHUDH-UHFFFAOYSA-N,active
CHEMBL283196,ALPHA-NAPHTHOFLAVONE,O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,IC50,=,1035.0000,nM,6.43,1.0324,2,CHEMBL932215,Inhibition of human aromatase in placental microsomes,B,CHEMBL1143207,Bioorg Med Chem,2008,CHEMBL1978,Aromatase,VFMMPHCGEFXGIP-UHFFFAOYSA-N,intermediate
CHEMBL404225,,O=C1CC(c2ccccc2)Oc2c1ccc1ccccc21,IC50,=,4300.0000,nM,5.37,0.0000,2,CHEMBL932215,Inhibition of human aromatase in placental microsomes,B,CHEMBL1143207,Bioorg Med Chem,2008,CHEMBL1978,Aromatase,QEVIKVQRCYXXSA-UHFFFAOYSA-N,inactive
CHEMBL256665,,O=C1CC(c2ccc(O)cc2)Oc2c1ccc1ccccc21,IC50,=,630.0000,nM,6.20,0.0000,2,CHEMBL932215,Inhibition of human aromatase in placental microsomes,B,CHEMBL1143207,Bioorg Med Chem,2008,CHEMBL1978,Aromatase,XVZQPMBTMVZZAU-UHFFFAOYSA-N,intermediate
CHEMBL439241,,O=C1CC(c2cccc(O)c2)Oc2c1ccc1ccccc21,IC50,=,610.0,nM,6.21,0.0000,1,CHEMBL932215,Inhibition of human aromatase in placental microsomes,B,CHEMBL1143207,Bioorg Med Chem,2008,CHEMBL1978,Aromatase,KUGDQDGPCBZWJX-UHFFFAOYSA-N,intermediate
CHEMBL255108,,N#Cc1ccc(C2CC(=O)c3ccc4ccccc4c3O2)cc1,IC50,=,1540.0000,nM,5.81,0.0000,2,CHEMBL932215,Inhibition of human aromatase in placental microsomes,B,CHEMBL1143207,Bioorg Med Chem,2008,CHEMBL1978,Aromatase,LIUTUDSSIWWZTA-UHFFFAOYSA-N,inactive
CHEMBL258257,,N#Cc1cccc(C2CC(=O)c3ccc4ccccc4c3O2)c1,IC50,=,1370.0,nM,5.86,0.0000,1,CHEMBL932215,Inhibition of human aromatase in placental microsomes,B,CHEMBL1143207,Bioorg Med Chem,2008,CHEMBL1978,Aromatase,HCTJSWLCQAJZAA-UHFFFAOYSA-N,inactive
CHEMBL252642,LIQUIRTIGENIN,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,IC50,=,1220.0000,nM,6.07,0.5586,2,CHEMBL932215,Inhibition of human aromatase in placental microsomes,B,CHEMBL1143207,Bioorg Med Chem,2008,CHEMBL1978,Aromatase,FURUXTVZLHCCNA-AWEZNQCLSA-N,intermediate
CHEMBL255110,,O=C1CC(c2cccc(O)c2)Oc2cc(O)ccc21,IC50,=,3400.0,nM,5.47,0.0000,1,CHEMBL932215,Inhibition of human aromatase in placental microsomes,B,CHEMBL1143207,Bioorg Med Chem,2008,CHEMBL1978,Aromatase,MXNJBOFUFMJXOB-UHFFFAOYSA-N,inactive
CHEMBL402970,,COc1ccc2c(c1)OC(c1ccc(O)cc1)CC2=O,IC50,=,3699.1400,nM,5.43,0.0000,2,CHEMBL932215,Inhibition of human aromatase in placental microsomes,B,CHEMBL1143207,Bioorg Med Chem,2008,CHEMBL1978,Aromatase,OJOSVTQXBSSCMQ-UHFFFAOYSA-N,inactive
CHEMBL256407,,COc1ccc2c(c1)OC(c1cccc(O)c1)CC2=O,IC50,=,3499.7250,nM,5.46,0.0000,2,CHEMBL932215,Inhibition of human aromatase in placental microsomes,B,CHEMBL1143207,Bioorg Med Chem,2008,CHEMBL1978,Aromatase,YETISVQJYRETIF-UHFFFAOYSA-N,inactive
CHEMBL271794,,CN(c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1OCc1ccccc1)S(C)(=O)=O,IC50,=,120.0,nM,6.92,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,MMTONIVSBYCXLL-UHFFFAOYSA-N,intermediate
CHEMBL270283,,CN(c1ccc(NC(=O)c2ccc3ccccc3c2)cc1OCc1ccccc1)S(C)(=O)=O,IC50,=,1070.0,nM,5.97,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,RAWGHIPYLQUDGH-UHFFFAOYSA-N,inactive
CHEMBL409271,,CN(c1ccc(NC(=O)c2ccc(C#N)cc2)cc1OCc1ccccc1)S(C)(=O)=O,IC50,=,440.0,nM,6.36,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,GTIMWAVSJMTZJC-UHFFFAOYSA-N,intermediate
CHEMBL270915,,CN(c1ccc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1OCc1ccccc1)S(C)(=O)=O,IC50,=,690.0,nM,6.16,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,QPZZTRLBLFHRDW-UHFFFAOYSA-N,intermediate
CHEMBL271129,,CN(c1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1OCc1ccccc1)S(C)(=O)=O,IC50,=,690.0,nM,6.16,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,LGGILCMJCCOGMC-UHFFFAOYSA-N,intermediate
CHEMBL270917,,CN(c1ccc(NC(=O)C2CCCCC2)cc1OCc1ccccc1)S(C)(=O)=O,IC50,=,250.0,nM,6.60,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,URTPLKFLKLZWSU-UHFFFAOYSA-N,intermediate
CHEMBL443066,,CN(c1ccc(NC(=O)c2ccccc2)cc1OCc1ccccc1)S(C)(=O)=O,IC50,=,1770.0,nM,5.75,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,GOZWSVNBKVVIEJ-UHFFFAOYSA-N,inactive
CHEMBL272456,,CC(=O)Nc1ccc(N(C)S(C)(=O)=O)c(OCc2ccccc2)c1,IC50,=,16670.0,nM,4.78,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,NLCLNFKENWNVRH-UHFFFAOYSA-N,inactive
CHEMBL272398,,CN(c1ccc(N)cc1OCc1ccccc1)S(C)(=O)=O,IC50,=,1100.0,nM,5.96,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,IRJZPGWYUARYCO-UHFFFAOYSA-N,inactive
CHEMBL272464,,Cc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2OCc2ccccc2)cc1,IC50,=,17370.0,nM,4.76,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,ZVMRWKXRHFYMEO-UHFFFAOYSA-N,inactive
CHEMBL405881,,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2OCc2ccccc2)cc1,IC50,=,2170.0,nM,5.66,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,OYLIDVYWZUSOSJ-UHFFFAOYSA-N,inactive
CHEMBL270488,,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc(-c2ccccc2)cc1,IC50,>,25000.0,nM,,,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,QIGOZYRJSSHXPC-UHFFFAOYSA-N,
CHEMBL269877,,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc2ccccc2c1,IC50,>,25000.0,nM,,,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,WLFWXICIKWNJNQ-UHFFFAOYSA-N,
CHEMBL407092,,N#Cc1ccc(C(=O)Nc2ccc([N+](=O)[O-])cc2OCc2ccccc2)cc1,IC50,>,25000.0,nM,,,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,HJHGFKUKJRDKON-UHFFFAOYSA-N,
CHEMBL273049,,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc(Cl)c(Cl)c1,IC50,>,25000.0,nM,,,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,ACGOMTBIEIVSSK-UHFFFAOYSA-N,
CHEMBL260098,,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc(Cl)c([N+](=O)[O-])c1,IC50,>,25000.0,nM,,,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,JWZVSOAABRQMJR-UHFFFAOYSA-N,
CHEMBL270301,,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1cccc([N+](=O)[O-])c1,IC50,>,25000.0,nM,,,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,PCPJODAODFMDER-UHFFFAOYSA-N,
CHEMBL409448,,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccc([N+](=O)[O-])cc1,IC50,>,25000.0,nM,,,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,BEZAIONDLWDJAL-UHFFFAOYSA-N,
CHEMBL404981,,CC(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1,IC50,=,1180.0,nM,5.93,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,XUCMJNNOVBWXSL-UHFFFAOYSA-N,inactive
CHEMBL260955,,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)C1CCCCC1,IC50,>,25000.0,nM,,,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,JIZPTVAFLRLRLH-UHFFFAOYSA-N,
CHEMBL407953,,O=C(Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1)c1ccccc1,IC50,>,25000.0,nM,,,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,YOEJQISAJUSJNZ-UHFFFAOYSA-N,
CHEMBL222189,,CN(c1ccc([N+](=O)[O-])cc1OCc1cccc2ccccc12)S(C)(=O)=O,IC50,=,1170.0,nM,5.93,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,KZQJBCOKANUZDL-UHFFFAOYSA-N,inactive
CHEMBL220885,,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1cccc2ccccc12,IC50,=,5740.0,nM,5.24,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,CYVVGNPPQRGECE-UHFFFAOYSA-N,inactive
CHEMBL436515,,CN(c1ccc([N+](=O)[O-])cc1OCCc1ccccc1)S(C)(=O)=O,IC50,=,520.0,nM,6.28,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,IGJVBXXGAFENQN-UHFFFAOYSA-N,intermediate
CHEMBL374651,,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCCc1ccccc1,IC50,=,230.0,nM,6.64,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,YEOIOGREMRJRBQ-UHFFFAOYSA-N,intermediate
CHEMBL373377,,CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(-c2ccccc2)cc1)S(C)(=O)=O,IC50,=,650.0,nM,6.19,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,LIORYACNDVKSML-UHFFFAOYSA-N,intermediate
CHEMBL426541,,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccc(-c2ccccc2)cc1,IC50,=,850.0,nM,6.07,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,WRDVXQIVQFNQTQ-UHFFFAOYSA-N,intermediate
CHEMBL220793,,CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(Br)cc1)S(C)(=O)=O,IC50,=,330.0,nM,6.48,0.0000,1,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,CHEMBL1143195,J Med Chem,2008,CHEMBL1978,Aromatase,GOKPQTZLGOFRSS-UHFFFAOYSA-N,intermediate
