model,r2,rmse,mae,time_s,fingerprint,split
MLP Regressor,0.37537837,0.9894268949565752,0.772827684879303,12.741012334823608,substructure_count,random
AdaBoost,0.2295599572626925,1.098865734073911,0.9158429715060442,1.4333910942077637,substructure_count,random
Random Forest,0.5199293,0.8674167639296531,0.6509666442871094,34.175776720047,substructure_count,random
Lasso Regression,0.022311568,1.1879245601424355,0.9823697209358216,0.4504115581512451,substructure_count,kennard_stone
ElasticNet,0.09853274,1.140679397331004,0.940375804901123,1.0121195316314695,substructure_count,kennard_stone
Decision Tree,0.0527542924957643,1.1692838333512023,0.8429600285520343,0.2753524780273437,substructure_count,kennard_stone
Bayesian Ridge,0.24457955,1.0441983293713948,0.8472452163696289,0.1176667213439941,substructure_count,kennard_stone
PLS Regression,0.2293463698019145,1.0546739916766732,0.8548439209221661,0.1431789398193359,substructure_count,kennard_stone
Ridge Regression,0.24550307,1.0435598462887763,0.8451598882675171,0.056598424911499,substructure_count,kennard_stone
Gradient Boosting,0.3028813946322495,1.0030947537665094,0.7951348793878343,4.258244514465332,substructure_count,kennard_stone
XGBoost,0.11437523,1.1306117285713433,0.8142878413200378,12.68663454055786,substructure_count,kennard_stone
SVR (RBF),0.128097,1.121818813096444,0.8963692784309387,0.2852380275726318,substructure_count,kennard_stone
SVR (Linear),0.20168895,1.0734323848508096,0.8621346354484558,21.578027963638306,substructure_count,kennard_stone
k-Nearest Neighbors,0.14499778,1.1108930704967777,0.8386059403419495,0.0319960117340087,substructure_count,kennard_stone
MLP Regressor,0.3255294,0.9866659058157676,0.7669885754585266,15.269228219985962,substructure_count,kennard_stone
AdaBoost,0.1662062899390006,1.0970285481902695,0.8984467637947262,1.998578786849976,substructure_count,kennard_stone
Random Forest,0.22321707,1.0588598163314535,0.7758651375770569,35.02855062484741,substructure_count,kennard_stone
Lasso Regression,0.12944025,1.168085149878222,0.9699337482452391,21.26680278778076,klekota_roth_count,random
ElasticNet,0.2159127,1.1085554507456674,0.9137439131736756,41.564385652542114,klekota_roth_count,random
Decision Tree,0.291592725549584,1.0536993539183086,0.7240510697160758,1.3089749813079834,klekota_roth_count,random
Bayesian Ridge,0.42632073,0.9482214755498202,0.7217079401016235,1.6290082931518557,klekota_roth_count,random
PLS Regression,0.3816598599631798,0.984439265360364,0.7475208307234957,0.8323733806610107,klekota_roth_count,random
Ridge Regression,-0.002660513,1.2535803065220443,0.9266695380210876,0.2668168544769287,klekota_roth_count,random
Gradient Boosting,0.4682540498954112,0.9129086100309995,0.7240861276555525,23.59077787399292,klekota_roth_count,random
XGBoost,0.55895805,0.8314098491278942,0.6056219935417175,18.37259650230408,klekota_roth_count,random
SVR (RBF),0.234106,1.095618967234426,0.8785309791564941,0.4186732769012451,klekota_roth_count,random
k-Nearest Neighbors,0.41855448,0.9546182223343268,0.7308229804039001,0.0728611946105957,klekota_roth_count,random
MLP Regressor,0.38204473,0.9841328580434306,0.7300544381141663,24.05202841758728,klekota_roth_count,random
AdaBoost,0.2261914372524576,1.1012653458843655,0.9185650303259106,10.748831510543823,klekota_roth_count,random
Random Forest,0.5636059,0.8270174213221195,0.6319021582603455,146.35776948928833,klekota_roth_count,random
Lasso Regression,0.12378633,1.1643928724669013,0.9676747918128968,8.053792715072632,klekota_roth_count,kennard_stone
ElasticNet,0.19979143,1.1127462607436387,0.9227247834205629,45.35126090049744,klekota_roth_count,kennard_stone
Decision Tree,0.4306184438236063,0.9386338844871452,0.6286305476527412,1.601405143737793,klekota_roth_count,kennard_stone
Bayesian Ridge,0.37579525,0.982783984572647,0.7907599806785583,1.6968839168548584,klekota_roth_count,kennard_stone
PLS Regression,0.3237772747322057,1.0229146802898412,0.8270461888601001,0.8402056694030762,klekota_roth_count,kennard_stone
Ridge Regression,0.35342842,1.0002367812210191,0.7830892205238342,0.2860026359558105,klekota_roth_count,kennard_stone
Gradient Boosting,0.3755824753631578,0.9829514603066796,0.8082962854370117,23.61501693725586,klekota_roth_count,kennard_stone
XGBoost,0.4990288,0.8804423154773847,0.6053899526596069,18.505072832107544,klekota_roth_count,kennard_stone
SVR (RBF),0.22864163,1.0925029730156224,0.8948236107826233,0.4111058712005615,klekota_roth_count,kennard_stone
k-Nearest Neighbors,0.38748175,0.9735405819902692,0.7530271410942078,0.0669441223144531,klekota_roth_count,kennard_stone
MLP Regressor,0.46106768,0.9131910294217912,0.7191747426986694,22.95559787750244,klekota_roth_count,kennard_stone
AdaBoost,0.1504669095749772,1.146528040036087,0.9671402899660048,14.73960781097412,klekota_roth_count,kennard_stone
Random Forest,0.4906093,0.8878100229810825,0.6808490753173828,145.18027663230896,klekota_roth_count,kennard_stone
Lasso Regression,0.23270434,1.0966210421798737,0.8976491093635559,4.528538703918457,atompairs2d_count,random
ElasticNet,0.2646175,1.0735736921555052,0.8728439807891846,3.60924220085144,atompairs2d_count,random
Decision Tree,0.3926669299535156,0.975637921896076,0.6905766930821835,0.8682093620300293,atompairs2d_count,random
Bayesian Ridge,0.33166194,1.0234657458418832,0.8106074333190918,0.6980960369110107,atompairs2d_count,random
PLS Regression,0.3049472469262458,1.0437202067148752,0.8305946199440817,0.4537513256072998,atompairs2d_count,random
Ridge Regression,0.32641095,1.0274784594503183,0.7937593460083008,0.1342933177947998,atompairs2d_count,random
Gradient Boosting,0.4839099840558661,0.8993690464657542,0.7100752771344514,14.748180627822876,atompairs2d_count,random
XGBoost,0.5636841,0.8269432921403892,0.5917916893959045,15.815134286880491,atompairs2d_count,random
SVR (RBF),0.35632074,1.004407527470458,0.7929270267486572,0.3582491874694824,atompairs2d_count,random
k-Nearest Neighbors,0.4397211,0.93708146607476,0.7027231454849243,0.0435559749603271,atompairs2d_count,random
MLP Regressor,0.3919378,0.9762234213577546,0.7497762441635132,13.138001203536987,atompairs2d_count,random
AdaBoost,0.3018923494869119,1.0460113726524882,0.8702134340519598,4.51121187210083,atompairs2d_count,random
Random Forest,0.5733307,0.8177506543200309,0.6069675087928772,76.5832667350769,atompairs2d_count,random
Lasso Regression,0.14744192,1.137462883647649,0.952376127243042,4.218799352645874,atompairs2d_count,kennard_stone
ElasticNet,0.17374253,1.1197806187757453,0.9373642206192015,5.155507564544678,atompairs2d_count,kennard_stone
Decision Tree,0.3098467854850529,1.0234060861290628,0.7119355278117996,0.9151933193206788,atompairs2d_count,kennard_stone
Bayesian Ridge,0.22124767,1.0871135463490644,0.899397611618042,0.7311854362487793,atompairs2d_count,kennard_stone
PLS Regression,0.2184914580606058,1.0890356641380807,0.908478606347769,0.578803539276123,atompairs2d_count,kennard_stone
Ridge Regression,0.2416811,1.0727565176736251,0.8859347105026245,0.1421253681182861,atompairs2d_count,kennard_stone
Gradient Boosting,0.3405603414311996,1.0003748592243111,0.8132682291302723,14.971662282943726,atompairs2d_count,kennard_stone
XGBoost,0.3270316,1.0105843683401436,0.7044344544410706,16.771825075149536,atompairs2d_count,kennard_stone
SVR (RBF),0.2825473,1.0434505764123878,0.8504903316497803,0.3112456798553467,atompairs2d_count,kennard_stone
k-Nearest Neighbors,0.2284683,1.0820619324007483,0.8261923789978027,0.0485196113586425,atompairs2d_count,kennard_stone
MLP Regressor,0.34600723,0.9962348389279624,0.7735022902488708,10.65389633178711,atompairs2d_count,kennard_stone
AdaBoost,-0.0781833574716128,1.2791502196647266,1.0555578973887574,22.961784839630127,atompairs2d_count,kennard_stone
Random Forest,0.38216192,0.968305885896578,0.7096454501152039,77.28834414482117,atompairs2d_count,kennard_stone
